"created_time","account","post_type","icon","tag_id","tag_name","impressions","impressionsVmedian","impressionsVmean","engagements","engagementsVmedian","engagementsVmean","engagementRate","engrtVmedian","engrtVmean","postClicks","shares","brand","program","accountType","post","perma_link","text","tag1","tag2","tag3","tag4","tag5","tag6","tag7","tag8","tag9","tag10","tag11","campaignID"
2025-08-05,"RMI Brand","Facebook",2,3135076,"[1] 17. Energy Transition Narrative [transition-narrative]",1030,1.196,0.694,101,5.733,2.727,0.098,1.8,1.649,67,5,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/1220490086778207","Rebecca Solnit recently cited our research in her The Guardian article on how much energy is wasted in the production, transport, and use of fossil fuels.

We agree that the energy transition is well underway and a “better way to do everything.” That’s why, as Solnit points out, we have been tracking these shifts for the last decade.  

Visibility matters. As Solnit writes, ""more people more enthused about it as a solution, a promise, a possibility we can, should, must pursue swiftly and wholeheartedly."" At RMI, we call this #AppliedHope.  

Read The Guardian piece: https://bit.ly/3Hi3tZq 

Dig into RMI's research on the inefficiency of fossil fuels: https://bit.ly/4lffmgG","[4] Internal Article/ Blog","[3] Text Graphic","[1] 17. Energy Transition Narrative [transition-narrative]","[4] RMI In Media","[2] RMI Strategy",NA,NA,NA,NA,NA,NA,"transition-narrative"
2025-06-30,"RMI Brand","Facebook",2,3759098,"sapp25",477,0.017,-0.215,14,-0.067,-0.483,0.029,-0.171,-0.216,7,1,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/1190802273080322","When it comes to transforming our energy future, timing matters — and this is your moment to contribute. RMI is delivering bold, scalable clean energy solutions to improve affordability, maintain reliability, and meet rising energy demand from AI data centers, electrification, and manufacturing growth. But we can’t do it alone. 

Your support helps us:  

✅ Drive investment in clean energy 

✅ Scale its adoption to make renewables the norm  

✅ Reduce energy waste to create a more sustainable world 

There’s still time to be part of this moment. Today, June 30, is the final day to take advantage of a special triple match. Turn your $1 into $3 toward a cleaner energy future. Donate today! https://bit.ly/3GAaAeV","[2] RMI Development","sapp25","[3] Text Graphic",NA,NA,NA,NA,NA,NA,NA,NA,"sapp25"
2025-06-30,"RMI Brand","Twitter",3,3759098,"sapp25",381,-0.294,-0.409,1,-0.966,-0.973,0.003,-0.936,-0.952,1,0,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1939684621521723665","When it comes to transforming our energy future, timing matters — and this is your moment to contribute.

Your support helps us: 
✅ Drive investment in clean energy 
✅ Scale cleantech adoption 
✅ Reduce energy waste 

Donate today: https://t.co/UIamMywyyw https://t.co/a2WZHHBjz2","[2] RMI Development","sapp25","[3] Text Graphic",NA,NA,NA,NA,NA,NA,NA,NA,"sapp25"
2025-06-25,"RMI Brand","Twitter",3,3759098,"sapp25",522,-0.032,-0.19,4,-0.862,-0.893,0.008,-0.83,-0.873,3,0,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1938015665450819957","With your support, RMI can continue to work alongside communities in the Global South to co-create resilient energy solutions that ensure homes, schools, businesses, and essential services have access to reliable, affordable, and clean power. https://t.co/nq8n8fZC1i https://t.co/9nZM29Icku","[2] RMI Development","sapp25","[3] RMIer(s)","[3] <2.2 mins Video",NA,NA,NA,NA,NA,NA,NA,"sapp25"
2025-06-25,"RMI Brand","Facebook",2,3759098,"sapp25",447,-0.047,-0.265,18,0.2,-0.336,0.04,0.143,0.081,4,2,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/videos/1564747617820806","The Global South is rich in renewable energy resources. RMI is working in Africa, Southeast Asia, and island nations to help accelerate clean energy adoption by demonstrating energy planning and policy processes, piloting projects to address a wide range of energy needs, and supporting access to climate finance, all while facilitating capacity building and workforce development. 

With your support, RMI can continue to work alongside communities to co-create resilient energy solutions that ensure homes, schools, businesses, and essential services have access to reliable, affordable, clean power when and where they need it. 

From now through June 30, your contribution is tripled, thanks to a generous match. Give today: https://bit.ly/3GAaAeV","[2] RMI Development","sapp25","[3] RMIer(s)","[3] <2.2 mins Video",NA,NA,NA,NA,NA,NA,NA,"sapp25"
2025-06-24,"RMI Brand","Twitter",3,2970957,"OCI+",443,-0.179,-0.312,8,-0.724,-0.786,0.018,-0.617,-0.714,2,1,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1937571567740834035","Methane is the main component of gas and a powerful climate pollutant. Preventing methane from escaping during oil and gas operations benefits the economy, security, and public health.

RMI’s OCI+ tool reveals opportunities to slash methane emissions: https://t.co/mZfNvfjLQf https://t.co/xd0C0pkWQF","[4] Internal Article/ Blog","[1] 12. Reduce Methane Leakage In India, China, US​","[3] Text Graphic","[5] Bloomberg Methane","[4] Tool",NA,NA,NA,NA,NA,NA,"oci+"
2025-06-17,"RMI Brand","Facebook",2,3759098,"sapp25",322,-0.313,-0.47,9,-0.4,-0.668,0.028,-0.2,-0.243,3,0,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/1180200744140475","Clean technologies and affordable energy are the foundation for resilient communities, thriving economies, and a livable future. When you donate to RMI, you: 

❄️ Help bring super-efficient air conditioners, which can use 60 percent less energy than typical ACs, to market 

🏛️ Support US states in designing practical, data-driven policy with tools like the Energy Policy Simulator 

✈️ Scale sustainable aviation fuel through market-powered solutions 

➕ And so much more! 

We’re making progress, and you can help us go further, faster. From now through June 30, your gift will be tripled thanks to a generous donor match. Donate today: https://bit.ly/45sBLmA","[2] RMI Development","sapp25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"sapp25"
2025-06-17,"RMI Brand","Twitter",3,3759098,"sapp25",508,-0.058,-0.211,20,-0.31,-0.465,0.039,-0.17,-0.381,11,1,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1935034985078989172","Clean technologies and affordable energy are the foundation for resilient communities, thriving economies, and a livable future. We’re making progress, and you can help us go further, faster.  

Donate today: https://t.co/nq8n8fZC1i https://t.co/C4hK8HI6aU","[2] RMI Development","sapp25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"sapp25"
2025-06-04,"RMI Brand","Twitter",3,3759098,"sapp25",571,0.058,-0.114,19,-0.345,-0.492,0.033,-0.298,-0.476,10,1,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1930411812115124236","To reach net zero, over one-third of emissions reductions need to come from technologies that are only at the prototype or demonstration stage today. Your support helps RMI’s @Third_Deriv turn potential into real progress for people and the planet: https://t.co/nq8n8fZC1i https://t.co/E2u2IeqRZt","[2] RMI Development","sapp25","[2] Third Derivative","[4] Donate","[3] RMIer(s)","[3] <2.2 mins Video",NA,NA,NA,NA,NA,"sapp25"
2025-06-04,"","Facebook",2,3759098,"sapp25",710,NA,NA,21,NA,NA,0.03,NA,NA,6,4,0,1,"RMI Program","Post","https://www.facebook.com/reel/1051104583635036/","Cutting-edge climate tech represents immense possibility that needs to become reality. Third Derivative, RMI’s innovation engine and startup accelerator, helps the most promising early-stage climate tech companies bring their breakthrough technologies to market faster. 

To reach net zero, over one-third of emissions reductions need to come from technologies that are only at the prototype or demonstration stage today. When you give to RMI, you support real progress for people and the planet: https://bit.ly/3GAaAeV","[2] RMI Development","[2] Third Derivative","[3] RMIer(s)","sapp25","[4] Donate","[3] <2.2 mins Video",NA,NA,NA,NA,NA,"sapp25"
2025-05-22,"RMI Brand","Twitter",3,3135076,"[1] 17. Energy Transition Narrative [transition-narrative]",495,-0.082,-0.232,21,-0.276,-0.439,0.042,-0.106,-0.333,16,0,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1925629784442253394","🇮🇳 India is moving fast on clean energy — reducing costs, creating jobs, and scaling domestic manufacturing. 

RMI’s new report shows how this shift is boosting competitiveness and could cut more emissions than Europe &amp; North America combined. 

👉 https://t.co/aNha2ARlSU https://t.co/xGpeshAwOa","[4] RMI Report","[3] Text Graphic","[1] 17. Energy Transition Narrative [transition-narrative]","[3] Figure/ Graph","[2] RMI India","[2] RMI Strategy",NA,NA,NA,NA,NA,"transition-narrative"
2025-05-22,"RMI Brand","Facebook",2,3135076,"[1] 17. Energy Transition Narrative [transition-narrative]",482,0.028,-0.207,17,0.133,-0.373,0.035,0,-0.054,6,5,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/1159237862903430","India is not just participating in the energy transition — it’s redefining how nations can grow resilient, low-carbon economies from the ground up. 

RMI’s latest research shows how the country is moving away from fossil fuel dependence to meet rising energy demand with clean technologies — reducing costs, increasing jobs, scaling domestic manufacturing, and boosting global competitiveness along the way. 

As electricity demand is set to triple by 2050, India is responding with: 
 ⚡ Renewables that reduce reliance on expensive fossil fuel imports
 💸 Solar + storage that are now cheaper than coal
🔋 Self-sufficiency in solar, wind, and battery manufacturing 
🏭 Opportunities to build right the first time — growing 3x for steel, 3x for car travel, and 9x for air conditioners with clean and efficient solutions.

💡 Yet India receives just 4% of global clean energy investment. With the right finance, India’s transition could drive more emissions savings by midcentury than Europe and North America combined — while serving as a blueprint for emerging economies.  

👉 https://bit.ly/3Si2uum","[4] RMI Report","[3] Text Graphic","[3] Figure/ Graph","[1] 17. Energy Transition Narrative [transition-narrative]","[2] RMI India","[2] RMI Strategy",NA,NA,NA,NA,NA,"transition-narrative"
2025-05-21,"RMI Brand","Twitter",3,3759098,"sapp25",563,0.044,-0.126,12,-0.586,-0.679,0.021,-0.553,-0.667,9,0,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1925025024487968811","RMI donor Nag Rao is changing the playing field with his company, @OSOElectric, which builds smart, commercial electric landscaping equipment that quietly handles the nonstop schedules of lawn care professionals. https://t.co/V6HNQePrle https://t.co/kw1SJbcJBI","[2] RMI Development","sapp25","[3] Text Graphic","[3] Photo",NA,NA,NA,NA,NA,NA,NA,"sapp25"
2025-05-20,"RMI Brand","Facebook",2,3759098,"sapp25",432,-0.079,-0.289,15,0,-0.446,0.035,0,-0.054,5,3,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/1157591643068052","Spring is heralded by blooming flowers, shoots of grass, budding trees, and… the whine of gas-powered landscaping equipment. 

But peaceful summer mornings are within reach with quieter electric landscaping equipment that is also better for air quality. RMI donor Nag Rao is changing the playing field with his company, Oso Electric Equipment, which builds smart, commercial electric landscaping equipment that can handle the nonstop schedules of lawn care professionals.  

Beyond his business, Rao is also collaborating with RMI to create carbon markets that are more accessible, trusted, and transparent. His support and optimism help fuel our work: https://bit.ly/3Sw1ItT","[2] RMI Development","sapp25","[3] Text Graphic","[3] Real People",NA,NA,NA,NA,NA,NA,NA,"sapp25"
2025-05-13,"RMI Brand","Facebook",2,3759098,"sapp25",365,-0.222,-0.4,10,-0.333,-0.631,0.027,-0.229,-0.27,7,1,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/1152419476918602","Demand for clean energy is soaring — from single and multifamily homes to data centers and entire cities. With your support, RMI is working to scale affordable clean energy around the world, as well as:  

🏛️ Provide expertise and tools to communities and policymakers 

👷 Create jobs and economic opportunities 

⚡ Enhance energy security and reliability 

➕ So much more! 

Your donations fuel real solutions, and now through Fri., May 16, your impact is TRIPLED thanks to generous donors who will match every $1 you give with an additional $2. Give today to support a more prosperous, resilient, clean energy future: https://bit.ly/3GAaAeV","[2] RMI Development","sapp25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"sapp25"
2025-05-13,"RMI Brand","Twitter",3,3759098,"sapp25",473,-0.123,-0.266,7,-0.759,-0.813,0.015,-0.681,-0.762,4,0,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1922346132677554582","Thanks to your support, we are working to:

☀️ Scale affordable clean energy
🏛️ Provide expertise and tools to communities and policymakers
👷 Create jobs and energy security
➕ So much more!

Now through 5/16, your donation to RMI will be TRIPLED: https://t.co/nq8n8fZC1i https://t.co/ZYs96abfWx","[2] RMI Development","sapp25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"sapp25"
2025-05-08,"RMI Brand","Twitter",3,3759098,"sapp25",586,0.086,-0.09,14,-0.517,-0.626,0.024,-0.489,-0.619,6,2,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1920610456533639510","As the energy landscape shifts, we must ensure that electricity remains affordable, reliable, and accessible. In the US, states and regions are leading the way, and RMI is helping them succeed.  

Your support helps power our progress: https://t.co/nq8n8fZC1i https://t.co/uAasPFS51H","[2] RMI Development","sapp25","[3] RMIer(s)","[3] <2.2 mins Video",NA,NA,NA,NA,NA,NA,NA,"sapp25"
